input,expected_output
"{""user_context"": ""Check which store offers smartphones at the best price"", ""context_metadata"": {""urls"": [], ""tags"": [""offers"", ""smartphones""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.87, ""reasoning"": ""User explicitly wants price comparison functionality.""}"
"{""user_context"": ""Jot down important points about client feedback"", ""context_metadata"": {""urls"": [], ""tags"": [""important"", ""client feedback""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.88, ""reasoning"": ""Task requires capturing and storing notes or documentation.""}"
"{""user_context"": ""Write down the main takeaways from the meeting"", ""context_metadata"": {""urls"": [], ""tags"": [""takeaways"", ""the meeting""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.91, ""reasoning"": ""User explicitly requests to take notes or document information, which maps to NOTE_TAKING task type.""}"
"{""user_context"": ""Get financial reports auto-downloaded from the portal"", ""context_metadata"": {""urls"": [], ""tags"": [""financial"", ""the portal""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.93, ""reasoning"": ""Task requires automated report downloading functionality.""}"
"{""user_context"": ""Set up auto-download for performance reports from the dashboard"", ""context_metadata"": {""urls"": [], ""tags"": [""performance"", ""the dashboard""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.85, ""reasoning"": ""User explicitly requests automatic report downloads.""}"
"{""user_context"": ""Draw a network diagram for the application"", ""context_metadata"": {""urls"": [], ""tags"": [""network"", ""the application""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.94, ""reasoning"": ""Request involves creating visual diagrams or flowcharts.""}"
"{""user_context"": ""Write an email to the client discussing meeting summary"", ""context_metadata"": {""urls"": [], ""tags"": [""the client"", ""meeting summary""]}, ""caller"": null}","{""task_type"": ""DRAFT_EMAIL"", ""confidence"": 0.91, ""reasoning"": ""Task requires email composition functionality.""}"
"{""user_context"": ""Extract table information about {topic} from this page"", ""context_metadata"": {""urls"": [""https://example.com/dashboard""], ""tags"": [""information"", ""{topic}""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TABLE"", ""confidence"": 0.94, ""reasoning"": ""User explicitly wants to extract table data from a source, matching EXTRACT_DATA_TABLE task type.""}"
"{""user_context"": ""Create a geographic visualization of office locations"", ""context_metadata"": {""urls"": [], ""tags"": [""visualization"", ""office locations""]}, ""caller"": null}","{""task_type"": ""CREATE_LOCATION_MAP"", ""confidence"": 0.89, ""reasoning"": ""Request involves creating geographic visualizations or location maps.""}"
"{""user_context"": ""Create a geographic visualization of store locations"", ""context_metadata"": {""urls"": [""https://dashboard.example.com/products""], ""tags"": [""visualization"", ""store locations""]}, ""caller"": null}","{""task_type"": ""CREATE_LOCATION_MAP"", ""confidence"": 0.95, ""reasoning"": ""User explicitly requests creating a map with location data.""}"
"{""user_context"": ""Make a CSV file with product information"", ""context_metadata"": {""urls"": [], ""tags"": [""csv"", ""product""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.91, ""reasoning"": ""Task involves data extraction and organization into spreadsheet format.""}"
"{""user_context"": ""Find the cheapest laptops by price comparison"", ""context_metadata"": {""urls"": [], ""tags"": [""cheapest"", ""laptops""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.93, ""reasoning"": ""Task requires comparing prices across different retailers or vendors.""}"
"{""user_context"": ""Set up automatic downloads for sales reports"", ""context_metadata"": {""urls"": [], ""tags"": [""sales"", ""automatic""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.95, ""reasoning"": ""User explicitly requests automatic report downloads.""}"
"{""user_context"": ""Complete the contact form using my saved data"", ""context_metadata"": {""urls"": [], ""tags"": [""contact"", ""saved""]}, ""caller"": null}","{""task_type"": ""FILL_FORM_AUTOMATICALLY"", ""confidence"": 0.9, ""reasoning"": ""Task requires automatically completing form fields.""}"
"{""user_context"": ""Make a CSV file with customer information"", ""context_metadata"": {""urls"": [""https://example.com/dashboard""], ""tags"": [""csv"", ""customer""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.91, ""reasoning"": ""Task involves data extraction and organization into spreadsheet format.""}"
"{""user_context"": ""Make a task list for project completion"", ""context_metadata"": {""urls"": [""https://admin.example.com/reports""], ""tags"": [""list"", ""project completion""]}, ""caller"": null}","{""task_type"": ""CREATE_TODO"", ""confidence"": 0.88, ""reasoning"": ""Request involves creating tasks, reminders, or checklist items.""}"
"{""user_context"": ""Make a sequence diagram depicting the process"", ""context_metadata"": {""urls"": [], ""tags"": [""sequence"", ""the process""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.95, ""reasoning"": ""Task requires diagram creation capabilities.""}"
"{""user_context"": ""Complete the registration form using my saved data"", ""context_metadata"": {""urls"": [], ""tags"": [""registration"", ""saved""]}, ""caller"": null}","{""task_type"": ""FILL_FORM_AUTOMATICALLY"", ""confidence"": 0.87, ""reasoning"": ""User wants to automatically fill out a form, matching FILL_FORM_AUTOMATICALLY task type.""}"
"{""user_context"": ""Create a calendar reminder for deadline reminder on March 15th"", ""context_metadata"": {""urls"": [""https://dashboard.example.com/api""], ""tags"": [""deadline reminder"", ""March 15th""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.91, ""reasoning"": ""User wants to create a calendar event, matching CREATE_CALENDAR_EVENT task type.""}"
"{""user_context"": ""Compose an email to the client on meeting notes"", ""context_metadata"": {""urls"": [""https://portal.example.com/docs""], ""tags"": [""the client"", ""meeting notes""]}, ""caller"": null}","{""task_type"": ""DRAFT_EMAIL"", ""confidence"": 0.88, ""reasoning"": ""User explicitly requests drafting or writing an email.""}"
"{""user_context"": ""Draft an email to the stakeholders explaining the update"", ""context_metadata"": {""urls"": [""https://www.admin.com/dashboard""], ""tags"": [""the stakeholders"", ""the update""]}, ""caller"": null}","{""task_type"": ""DRAFT_EMAIL"", ""confidence"": 0.88, ""reasoning"": ""User explicitly requests drafting or writing an email.""}"
"{""user_context"": ""Draw a sequence diagram for planning"", ""context_metadata"": {""urls"": [], ""tags"": [""sequence"", ""planning""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.87, ""reasoning"": ""User explicitly mentions creating or drawing a diagram.""}"
"{""user_context"": ""Record notes from the client call regarding the presentation"", ""context_metadata"": {""urls"": [], ""tags"": [""record"", ""the client call""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.91, ""reasoning"": ""Request involves capturing, recording, or documenting information from a source.""}"
"{""user_context"": ""Create a geographic map of retail stores"", ""context_metadata"": {""urls"": [], ""tags"": [""geographic"", ""retail stores""]}, ""caller"": null}","{""task_type"": ""CREATE_LOCATION_MAP"", ""confidence"": 0.87, ""reasoning"": ""User wants to create a map showing locations, matching CREATE_LOCATION_MAP task type.""}"
"{""user_context"": ""Automatically download analytics reports from the system"", ""context_metadata"": {""urls"": [], ""tags"": [""analytics"", ""the system""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.86, ""reasoning"": ""User explicitly requests automatic report downloads.""}"
"{""user_context"": ""Automatically download financial reports from the portal"", ""context_metadata"": {""urls"": [], ""tags"": [""financial"", ""the portal""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.86, ""reasoning"": ""Task requires automated report downloading functionality.""}"
"{""user_context"": ""Create tasks related to launch preparation"", ""context_metadata"": {""urls"": [], ""tags"": [""related"", ""launch preparation""]}, ""caller"": null}","{""task_type"": ""CREATE_TODO"", ""confidence"": 0.86, ""reasoning"": ""Task requires creating todo items or task management entries.""}"
"{""user_context"": ""Block time in my calendar for the client presentation next week"", ""context_metadata"": {""urls"": [], ""tags"": [""presentation"", ""client""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.9, ""reasoning"": ""Blocking time in calendar requires creating a calendar event.""}"
"{""user_context"": ""Plot store locations on a map"", ""context_metadata"": {""urls"": [], ""tags"": [""plot"", ""store locations""]}, ""caller"": null}","{""task_type"": ""CREATE_LOCATION_MAP"", ""confidence"": 0.86, ""reasoning"": ""User explicitly requests creating a map with location data.""}"
"{""user_context"": ""Compare smartphones costs from different sellers"", ""context_metadata"": {""urls"": [""https://example.com/admin""], ""tags"": [""smartphones"", ""sellers""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.9, ""reasoning"": ""Task requires comparing prices across different retailers or vendors.""}"
"{""user_context"": ""Fill out the registration form automatically with my information"", ""context_metadata"": {""urls"": [], ""tags"": [""registration"", ""automatically""]}, ""caller"": null}","{""task_type"": ""FILL_FORM_AUTOMATICALLY"", ""confidence"": 0.9, ""reasoning"": ""Task requires automatically completing form fields.""}"
"{""user_context"": ""Pull out the table showing customer data from this page"", ""context_metadata"": {""urls"": [""https://dashboard.example.com/portal""], ""tags"": [""showing"", ""customer data""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TABLE"", ""confidence"": 0.88, ""reasoning"": ""Task requires extracting table data from a specified source.""}"
"{""user_context"": ""Document the discussion about the training"", ""context_metadata"": {""urls"": [""https://example.com/api""], ""tags"": [""discussion"", ""the training""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.86, ""reasoning"": ""Task requires capturing and storing notes or documentation.""}"
"{""user_context"": ""Extract performance from website and put it in a sheet"", ""context_metadata"": {""urls"": [""https://www.app.com/dashboard""], ""tags"": [""extract"", ""performance""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.88, ""reasoning"": ""User wants to create/organize data in spreadsheet format, which matches EXTRACT_DATA_TO_SHEET task type.""}"
"{""user_context"": ""Organize financial information into a tabular sheet format"", ""context_metadata"": {""urls"": [], ""tags"": [""organize"", ""financial information""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.94, ""reasoning"": ""User wants to create/organize data in spreadsheet format, which matches EXTRACT_DATA_TO_SHEET task type.""}"
"{""user_context"": ""Create an email to the stakeholders about the update"", ""context_metadata"": {""urls"": [""https://example.com/dashboard""], ""tags"": [""the stakeholders"", ""the update""]}, ""caller"": null}","{""task_type"": ""DRAFT_EMAIL"", ""confidence"": 0.91, ""reasoning"": ""Task requires email composition functionality.""}"
"{""user_context"": ""Create a spreadsheet for tracking tasks with columns: {fields}"", ""context_metadata"": {""urls"": [""https://portal.example.com/reports""], ""tags"": [""tracking"", ""tasks""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.89, ""reasoning"": ""Request involves extracting or organizing data into a sheet/spreadsheet format.""}"
"{""user_context"": ""Build an Excel file containing customer data"", ""context_metadata"": {""urls"": [], ""tags"": [""excel"", ""customer""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.93, ""reasoning"": ""Task involves data extraction and organization into spreadsheet format.""}"
"{""user_context"": ""Fill the contact form automatically"", ""context_metadata"": {""urls"": [""https://dashboard.example.com/admin""], ""tags"": [""contact"", ""automatically""]}, ""caller"": null}","{""task_type"": ""FILL_FORM_AUTOMATICALLY"", ""confidence"": 0.87, ""reasoning"": ""User explicitly requests automatic form filling functionality.""}"
"{""user_context"": ""Find the best deal on smartphones by comparing prices"", ""context_metadata"": {""urls"": [], ""tags"": [""deal"", ""smartphones""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.9, ""reasoning"": ""Task requires comparing prices across different retailers or vendors.""}"
