input,expected_output
"{""urls"": null, ""context"": ""Endpoint: GET /v1/users. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""provided_context"", ""title"": ""API reference for /v1/users"", ""tags"": [""developer guide"", ""API reference"", ""technical specification""], ""content"": ""Endpoint: GET /v1/users. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""short_summary"": ""The documentation explains the /v1/users endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": null, ""context"": ""Endpoint: GET /v1/users. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""provided_context"", ""title"": ""API reference for /v1/users"", ""tags"": [""developer guide"", ""technical specification""], ""content"": ""Endpoint: GET /v1/users. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""short_summary"": ""The documentation explains the /v1/users endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": [""https://example.com/documentation/470-1"", ""https://example.com/documentation/242-2""], ""context"": null, ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""https://example.com/documentation/470-1"", ""title"": ""API reference for /v1/users"", ""tags"": [""developer guide"", ""documentation""], ""content"": ""Endpoint: GET /v1/users. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/470-1"", ""short_summary"": ""The documentation explains the /v1/users endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}, {""url"": ""https://example.com/documentation/242-2"", ""title"": ""API reference for /v1/users"", ""tags"": [""developer guide"", ""documentation""], ""content"": ""Endpoint: GET /v1/users. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/242-2"", ""short_summary"": ""The documentation explains the /v1/users endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": null, ""context"": ""Endpoint: GET /v1/metrics. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""provided_context"", ""title"": ""API reference for /v1/metrics"", ""tags"": [""documentation"", ""API reference"", ""developer guide"", ""technical specification""], ""content"": ""Endpoint: GET /v1/metrics. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""short_summary"": ""The documentation explains the /v1/metrics endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": null, ""context"": ""Endpoint: GET /v1/events. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""provided_context"", ""title"": ""API reference for /v1/events"", ""tags"": [""API reference"", ""technical specification"", ""documentation"", ""developer guide""], ""content"": ""Endpoint: GET /v1/events. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""short_summary"": ""The documentation explains the /v1/events endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": null, ""context"": ""Endpoint: GET /v1/users. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""provided_context"", ""title"": ""API reference for /v1/users"", ""tags"": [""technical specification"", ""API reference"", ""developer guide""], ""content"": ""Endpoint: GET /v1/users. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""short_summary"": ""The documentation explains the /v1/users endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": [""https://example.com/documentation/244-1"", ""https://example.com/documentation/210-2""], ""context"": null, ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""https://example.com/documentation/244-1"", ""title"": ""API reference for /v1/metrics"", ""tags"": [""technical specification"", ""API reference"", ""documentation""], ""content"": ""Endpoint: GET /v1/metrics. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/244-1"", ""short_summary"": ""The documentation explains the /v1/metrics endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}, {""url"": ""https://example.com/documentation/210-2"", ""title"": ""API reference for /v1/jobs"", ""tags"": [""technical specification"", ""API reference"", ""documentation""], ""content"": ""Endpoint: GET /v1/jobs. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/210-2"", ""short_summary"": ""The documentation explains the /v1/jobs endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": [""https://example.com/documentation/905-1""], ""context"": null, ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""https://example.com/documentation/905-1"", ""title"": ""API reference for /v1/jobs"", ""tags"": [""documentation"", ""API reference""], ""content"": ""Endpoint: GET /v1/jobs. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/905-1"", ""short_summary"": ""The documentation explains the /v1/jobs endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": [""https://example.com/documentation/312-1"", ""https://example.com/documentation/344-2""], ""context"": null, ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""https://example.com/documentation/312-1"", ""title"": ""API reference for /v1/events"", ""tags"": [""API reference"", ""developer guide""], ""content"": ""Endpoint: GET /v1/events. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/312-1"", ""short_summary"": ""The documentation explains the /v1/events endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}, {""url"": ""https://example.com/documentation/344-2"", ""title"": ""API reference for /v1/events"", ""tags"": [""developer guide"", ""API reference""], ""content"": ""Endpoint: GET /v1/events. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/344-2"", ""short_summary"": ""The documentation explains the /v1/events endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": null, ""context"": ""Endpoint: GET /v1/jobs. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""provided_context"", ""title"": ""API reference for /v1/jobs"", ""tags"": [""technical specification"", ""API reference""], ""content"": ""Endpoint: GET /v1/jobs. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""short_summary"": ""The documentation explains the /v1/jobs endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": [""https://example.com/documentation/473-1"", ""https://example.com/documentation/888-2"", ""https://example.com/documentation/898-3""], ""context"": null, ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""https://example.com/documentation/473-1"", ""title"": ""API reference for /v1/files"", ""tags"": [""documentation"", ""API reference"", ""technical specification""], ""content"": ""Endpoint: GET /v1/files. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/473-1"", ""short_summary"": ""The documentation explains the /v1/files endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}, {""url"": ""https://example.com/documentation/888-2"", ""title"": ""API reference for /v1/jobs"", ""tags"": [""API reference"", ""developer guide""], ""content"": ""Endpoint: GET /v1/jobs. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/888-2"", ""short_summary"": ""The documentation explains the /v1/jobs endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}, {""url"": ""https://example.com/documentation/898-3"", ""title"": ""API reference for /v1/metrics"", ""tags"": [""API reference"", ""technical specification""], ""content"": ""Endpoint: GET /v1/metrics. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/898-3"", ""short_summary"": ""The documentation explains the /v1/metrics endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
